date,customer_id,product_id,quantity,revenue
2024-01-17,10489,2001,4,15710.32
2024-01-17,10174,2001,4,16930.93
2024-01-17,10294,2006,2,2336.42
2024-01-17,10361,2000,3,9696.45
2024-01-17,10141,2006,3,3738.8
2024-01-17,10315,2003,3,933.01
2024-01-17,10422,2002,2,7357.55
2024-01-17,10326,2002,3,11040.91
2024-01-17,10071,2003,3,816.03
2024-01-17,10045,2007,2,10013.17
2024-01-17,10141,2008,2,1549.37
2024-01-17,10064,2000,1,3536.05
2024-01-17,10240,2009,4,9274.44
2024-01-17,10061,2007,1,5057.84
2024-01-17,10343,2000,4,15303.24
2024-01-17,10471,2006,1,1315.21
2024-01-17,10047,2009,2,4835.78
2024-01-17,10484,2007,1,5130.63
2024-01-17,10152,2009,3,8291.25
2024-01-17,10093,2001,1,3975.17
2024-01-17,10372,2008,2,1485.04
2024-01-17,10134,2004,4,9863.54
2024-01-17,10373,2001,2,8382.87
2024-01-17,10176,2008,1,823.12
2024-01-17,10137,2009,4,9391.22
2024-01-17,10135,2004,2,4958.98
2024-01-17,10494,2007,4,18728.52
2024-01-17,10157,2007,1,5302.39
2024-01-17,10442,2003,2,546.0
2024-01-17,10316,2009,1,2543.35
2024-01-17,10332,2000,1,3181.81
2024-01-17,10218,2003,2,638.41
2024-01-17,10422,2002,1,3962.26
2024-01-17,10094,2001,2,8153.85
2024-01-17,10100,2008,2,1567.7
2024-01-17,10283,2008,2,1701.8
2024-01-17,10001,2000,3,11434.26
2024-01-17,10076,2001,3,14124.86
2024-01-17,10096,2008,4,2958.66
2024-01-17,10001,2000,4,14694.18
2024-01-17,10137,2000,2,7062.71
2024-01-17,10376,2008,1,832.47
2024-01-17,10307,2006,2,2423.22
2024-01-17,10451,2004,3,8061.92
2024-01-17,10271,2006,2,2690.64
2024-01-17,10120,2004,2,5023.73
2024-01-17,10314,2001,4,17457.58
2024-01-17,10393,2006,1,1191.12
2024-01-17,10085,2007,4,18151.71
2024-01-17,10394,2002,3,11150.16
2024-01-17,10103,2006,4,5089.27
2024-01-17,10271,2001,3,12216.53
2024-01-17,10323,2008,4,3394.93
2024-01-17,10308,2005,1,601.07
2024-01-17,10339,2009,4,10147.4
2024-01-17,10149,2007,1,5234.43
2024-01-17,10176,2001,2,8922.23
2024-01-17,10006,2003,1,306.47
2024-01-17,10413,2009,3,7137.21
2024-01-17,10495,2002,4,16204.43
2024-01-17,10367,2003,3,896.4
2024-01-17,10481,2000,2,7560.18
2024-01-17,10015,2004,3,7501.66
2024-01-17,10302,2008,3,2491.98
2024-01-17,10468,2008,4,3172.69
2024-01-17,10181,2004,1,2311.91
2024-01-17,10230,2008,4,3411.54
2024-01-17,10162,2007,2,9510.21
2024-01-17,10052,2009,2,4817.11
2024-01-17,10463,2001,1,4240.98
2024-01-17,10018,2006,4,4652.45
2024-01-17,10208,2004,2,4795.4
2024-01-17,10422,2000,4,14321.78
2024-01-17,10019,2003,3,796.67
2024-01-17,10395,2007,1,5249.32
2024-01-17,10152,2004,4,8980.83
2024-01-17,10142,2007,2,10638.54
2024-01-17,10219,2006,4,4916.54
2024-01-17,10179,2008,2,1586.21
2024-01-17,10379,2000,4,12831.14
2024-01-17,10399,2009,2,4743.17
2024-01-17,10092,2007,2,9661.14
2024-01-17,10059,2005,4,2304.37
2024-01-17,10310,2007,4,20958.16
2024-01-17,10175,2000,4,13397.21
2024-01-17,10244,2003,2,559.74
2024-01-17,10334,2006,3,4184.45
2024-01-17,10406,2001,4,15940.98
2024-01-17,10308,2000,4,13527.28
2024-01-17,10184,2007,2,10673.23
2024-01-17,10292,2006,4,4885.93
2024-01-17,10323,2004,1,2668.41
2024-01-17,10213,2005,1,614.47
2024-01-17,10141,2001,2,7889.94
2024-01-17,10157,2001,2,9204.72
2024-01-17,10308,2002,4,16503.31
2024-01-17,10498,2006,3,4206.96
2024-01-17,10111,2005,4,2701.45
2024-01-17,10080,2004,2,5035.67
2024-01-17,10166,2003,2,547.08
2024-01-17,10342,2004,3,7248.54
2024-01-17,10389,2007,3,15955.82
2024-01-17,10082,2005,2,1271.05
2024-01-17,10433,2007,4,21229.04
2024-01-17,10475,2007,1,4597.5
2024-01-17,10261,2006,3,3728.6
2024-01-17,10426,2009,1,2417.53
2024-01-17,10230,2000,1,3665.9
2024-01-17,10125,2009,4,10297.93
2024-01-17,10396,2004,1,2550.37
2024-01-17,10238,2006,2,2491.84
2024-01-17,10318,2003,1,314.23
2024-01-17,10328,2004,4,10147.32
2024-01-17,10224,2008,1,794.73
2024-01-17,10027,2000,2,7076.54
2024-01-17,10244,2005,3,1674.59
2024-01-17,10201,2005,2,1167.17
2024-01-17,10411,2005,1,577.06
2024-01-17,10355,2003,2,551.27
2024-01-17,10077,2002,3,11917.69
2024-01-17,10184,2000,1,3694.45
2024-01-17,10114,2002,4,17204.59
2024-01-17,10379,2003,4,1258.58
2024-01-17,10026,2000,3,10800.38
2024-01-17,10160,2008,2,1523.78
2024-01-17,10412,2000,2,7393.81
2024-01-17,10261,2003,4,1132.76
2024-01-17,10041,2003,4,1113.28
2024-01-17,10324,2008,1,869.68
2024-01-17,10354,2003,2,601.09
2024-01-17,10122,2005,4,2253.26
2024-01-17,10486,2000,1,3445.71
2024-01-17,10257,2006,3,4007.38
2024-01-17,10425,2002,2,8139.42
2024-01-17,10216,2006,2,2543.96
2024-01-17,10403,2006,2,2762.54
2024-01-17,10242,2004,3,7938.24
2024-01-17,10355,2007,2,8945.15
2024-01-17,10399,2002,3,11143.45
2024-01-17,10256,2009,1,2346.06
2024-01-17,10390,2007,1,4677.8
2024-01-17,10273,2007,2,10369.27
2024-01-17,10032,2009,1,2361.7
2024-01-17,10480,2006,4,5147.24
2024-01-17,10308,2006,2,2583.86
2024-01-17,10035,2001,4,18644.48
2024-01-17,10232,2004,1,2537.9
2024-01-17,10125,2007,4,19636.21
2024-01-17,10349,2003,2,541.22
2024-01-17,10175,2003,2,582.05
2024-01-17,10366,2007,2,9328.42
2024-01-17,10034,2005,2,1266.48
2024-01-17,10212,2007,3,16094.49
2024-01-17,10395,2004,4,10493.13
2024-01-17,10341,2006,1,1205.36
2024-01-17,10025,2006,1,1215.48
2024-01-17,10284,2001,4,16979.18
2024-01-17,10419,2000,2,6935.0
2024-01-17,10373,2001,1,4662.65
2024-01-17,10429,2001,2,9356.82
2024-01-17,10053,2004,2,4525.73
2024-01-17,10264,2004,1,2409.52
2024-01-17,10202,2003,2,601.15
2024-01-17,10255,2000,4,14415.22
2024-01-17,10034,2006,3,4021.48
2024-01-17,10159,2006,1,1410.73
2024-01-17,10397,2001,4,16782.92
2024-01-17,10070,2005,1,602.32
2024-01-17,10074,2009,2,5414.11
2024-01-17,10481,2000,2,6896.2
2024-01-17,10090,2007,4,18659.92
2024-01-17,10011,2005,3,2004.02
2024-01-17,10478,2004,2,5003.84
2024-01-17,10169,2000,1,3302.78
2024-01-17,10459,2008,3,2361.27
2024-01-17,10272,2000,3,10006.36
2024-01-17,10117,2007,2,9769.36
2024-01-17,10449,2001,3,12060.94
2024-01-17,10204,2002,4,16843.19
2024-01-17,10280,2005,3,1720.6
2024-01-17,10163,2003,4,1248.34
2024-01-17,10127,2006,2,2682.29
2024-01-17,10207,2004,3,7455.63
2024-01-17,10223,2007,1,4614.74
2024-01-17,10274,2006,4,4914.84
2024-01-17,10464,2001,4,16995.0
2024-01-17,10124,2001,3,13510.17
2024-01-17,10386,2004,2,4968.31
2024-01-17,10266,2005,3,1749.82
2024-01-17,10088,2002,2,7941.25
2024-01-17,10300,2003,3,889.97
2024-01-17,10447,2005,4,2219.37
2024-01-17,10490,2003,1,300.91
2024-01-17,10118,2004,3,6824.43
2024-01-17,10344,2003,3,949.16
2024-01-17,10153,2004,2,4947.67
2024-01-17,10393,2003,2,577.26
2024-01-17,10380,2008,3,2620.52
2024-01-17,10089,2007,4,17953.08
2024-01-17,10375,2005,4,2618.74
2024-01-17,10466,2006,3,3877.42
2024-01-17,10374,2004,4,9746.7
2024-01-17,10211,2007,2,10780.72
2024-01-17,10332,2008,2,1576.87
2024-01-17,10068,2004,1,2413.21
2024-01-17,10261,2000,3,10963.39
2024-01-17,10166,2004,4,10426.04
2024-01-17,10239,2000,3,10035.71
2024-01-17,10015,2002,2,7972.13
2024-01-17,10076,2000,1,3604.4
2024-01-17,10353,2001,3,12588.26
2024-01-17,10433,2008,2,1641.72
2024-01-17,10046,2004,2,5059.8
2024-01-17,10132,2009,4,10456.35
2024-01-17,10043,2008,2,1460.39
2024-01-17,10170,2002,2,7059.16
2024-01-17,10482,2005,3,1996.03
2024-01-17,10097,2008,4,3183.98
2024-01-17,10155,2001,3,12573.01
2024-01-17,10456,2009,1,2766.51
2024-01-17,10350,2000,2,6432.04
2024-01-17,10445,2000,1,3779.31
2024-01-17,10086,2008,1,773.38
2024-01-17,10276,2005,2,1276.87
2024-01-17,10434,2009,3,7239.18
2024-01-17,10291,2003,2,642.75
2024-01-17,10110,2008,4,3179.4
2024-01-17,10216,2008,1,858.38
2024-01-17,10403,2004,4,10021.35
2024-01-17,10225,2009,4,9842.69
2024-01-17,10207,2000,4,13157.81
2024-01-17,10317,2009,1,2437.16
2024-01-17,10323,2002,1,3711.99
2024-01-17,10407,2008,4,3373.47
2024-01-17,10035,2009,1,2398.56
2024-01-17,10210,2001,1,4360.67
2024-01-17,10390,2005,1,594.72
2024-01-17,10497,2001,1,4691.92
2024-01-17,10032,2006,1,1277.3
2024-01-17,10193,2005,1,556.81
2024-01-17,10472,2007,3,14375.53
2024-01-17,10182,2007,2,9659.41
2024-01-17,10470,2003,3,819.19
2024-01-17,10247,2006,3,3907.61
2024-01-17,10434,2002,2,7765.16
2024-01-17,10297,2005,2,1263.75
2024-01-17,10427,2007,4,21630.25
2024-01-17,10037,2000,4,15219.12
2024-01-17,10073,2008,2,1607.04
2024-01-17,10406,2007,4,18303.15
2024-01-17,10253,2000,4,14935.47
2024-01-17,10464,2001,3,12817.64
2024-01-17,10237,2002,1,3644.87
2024-01-17,10226,2001,4,17877.49
2024-01-17,10334,2004,3,7575.73
2024-01-17,10480,2009,3,7970.03
2024-01-17,10322,2003,4,1222.02
2024-01-17,10416,2008,3,2559.15
2024-01-17,10202,2005,3,1963.76
2024-01-17,10380,2005,4,2394.5
2024-01-17,10404,2000,1,3733.94
2024-01-17,10052,2007,2,9973.91
2024-01-17,10243,2009,4,10759.36
2024-01-17,10386,2005,3,1887.74
2024-01-17,10288,2001,3,13705.84
2024-01-17,10230,2006,4,4887.46
2024-01-17,10390,2009,3,7355.46
2024-01-17,10026,2005,3,1703.99
2024-01-17,10201,2004,3,7079.76
2024-01-17,10007,2007,3,14352.62
2024-01-17,10398,2003,2,586.24
2024-01-17,10049,2001,2,8950.93
2024-01-17,10305,2006,4,5266.66
2024-01-17,10058,2007,4,21177.45
2024-01-17,10303,2000,1,3841.31
2024-01-17,10470,2008,1,789.5
2024-01-17,10208,2002,4,16935.94
2024-01-17,10365,2003,2,547.98
2024-01-17,10491,2005,4,2618.45
2024-01-17,10126,2008,2,1586.18
2024-01-17,10348,2002,2,7075.89
2024-01-17,10154,2007,2,9855.14
2024-01-17,10185,2005,1,576.59
2024-01-17,10494,2001,1,4046.79
2024-01-17,10222,2009,1,2568.96
2024-01-17,10283,2007,1,4813.29
2024-01-17,10299,2006,1,1370.42
2024-01-17,10143,2009,3,7429.37
2024-01-17,10192,2000,4,14965.14
2024-01-17,10179,2004,2,4492.89
2024-01-17,10043,2009,2,4767.65
2024-01-17,10306,2003,2,593.73
2024-01-17,10314,2008,4,3260.63
2024-01-17,10312,2001,1,3964.66
2024-01-17,10181,2001,4,18345.93
2024-01-17,10136,2007,2,9559.93
2024-01-17,10242,2002,1,4082.52
2024-01-17,10478,2008,4,3133.81
2024-01-17,10118,2007,3,14530.37
2024-01-17,10254,2004,1,2629.36
2024-01-17,10336,2008,2,1553.15
2024-01-17,10045,2009,1,2719.78
2024-01-17,10401,2000,3,10471.44
2024-01-17,10328,2005,4,2262.62
2024-01-17,10054,2008,3,2502.19
2024-01-17,10394,2000,2,7050.13
2024-01-17,10201,2008,3,2377.36
2024-01-17,10049,2008,1,876.41
2024-01-17,10322,2004,2,5305.91
2024-01-17,10144,2003,1,311.63
2024-01-17,10062,2002,4,15730.73
2024-01-17,10046,2006,4,5441.18
2024-01-17,10275,2004,3,7015.17
2024-01-17,10469,2003,1,303.19
2024-01-17,10453,2007,2,9449.46
2024-01-17,10167,2003,4,1215.53
2024-01-17,10384,2008,1,831.03
2024-01-18,10449,2007,2,9851.81
2024-01-18,10396,2000,3,11439.13
2024-01-18,10201,2000,4,14876.22
2024-01-18,10220,2000,4,14692.62
2024-01-18,10390,2004,4,9266.97
2024-01-18,10262,2008,2,1625.62
2024-01-18,10393,2003,3,850.95
2024-01-18,10346,2005,4,2246.6
2024-01-18,10487,2004,3,6915.55
2024-01-18,10161,2007,1,4539.89
2024-01-18,10082,2008,4,3381.06
2024-01-18,10218,2001,2,9338.63
2024-01-18,10160,2004,2,4958.95
2024-01-18,10309,2006,4,5148.01
2024-01-18,10353,2007,4,18203.79
2024-01-18,10470,2001,3,12634.13
2024-01-18,10494,2008,2,1572.65
2024-01-18,10234,2008,1,809.35
2024-01-18,10026,2001,2,8355.33
2024-01-18,10137,2002,2,7190.9
2024-01-18,10431,2001,4,17970.25
2024-01-18,10433,2008,3,2419.9
2024-01-18,10404,2006,4,5306.09
2024-01-18,10101,2008,1,857.56
2024-01-18,10048,2002,3,12240.57
2024-01-18,10201,2009,3,7681.59
2024-01-18,10091,2003,2,624.2
2024-01-18,10226,2004,4,9472.21
2024-01-18,10202,2009,1,2608.07
2024-01-18,10357,2007,1,4863.94
2024-01-18,10184,2005,1,612.55
2024-01-18,10269,2003,4,1081.48
2024-01-18,10297,2000,3,11356.18
2024-01-18,10283,2003,1,276.75
2024-01-18,10446,2000,3,10678.82
2024-01-18,10216,2001,2,8103.15
2024-01-18,10459,2008,3,2173.09
2024-01-18,10448,2007,3,14034.26
2024-01-18,10337,2008,1,873.32
2024-01-18,10363,2000,2,6985.45
2024-01-18,10192,2002,2,7826.69
2024-01-18,10273,2008,4,3431.49
2024-01-18,10158,2001,1,4417.22
2024-01-18,10058,2009,3,7468.6
2024-01-18,10392,2005,2,1306.77
2024-01-18,10008,2004,4,10779.63
2024-01-18,10391,2008,2,1728.91
2024-01-18,10372,2007,4,18559.23
2024-01-18,10442,2005,2,1292.55
2024-01-18,10175,2002,4,15024.36
2024-01-18,10183,2002,2,7336.28
2024-01-18,10450,2001,4,17788.38
2024-01-18,10233,2007,2,10278.95
2024-01-18,10054,2007,1,4935.84
2024-01-18,10370,2001,4,16944.56
2024-01-18,10254,2005,2,1211.73
2024-01-18,10384,2005,3,1698.47
2024-01-18,10170,2007,1,4670.85
2024-01-18,10302,2004,4,10514.67
2024-01-18,10119,2007,4,17900.32
2024-01-18,10016,2001,4,16781.0
2024-01-18,10161,2009,2,4652.36
2024-01-18,10408,2008,2,1731.24
2024-01-18,10104,2006,3,4055.18
2024-01-18,10258,2007,4,20761.42
2024-01-18,10417,2007,3,14437.3
2024-01-18,10184,2001,3,13127.54
2024-01-18,10300,2001,4,16704.93
2024-01-18,10428,2009,2,5514.34
2024-01-18,10103,2004,1,2238.79
2024-01-18,10185,2007,1,4892.03
2024-01-18,10355,2008,4,3118.95
2024-01-18,10493,2008,3,2627.35
2024-01-18,10187,2003,3,814.81
2024-01-18,10079,2006,2,2494.22
2024-01-18,10169,2007,1,4504.35
2024-01-18,10213,2005,3,1823.47
2024-01-18,10011,2004,1,2431.87
2024-01-18,10053,2006,2,2364.57
2024-01-18,10096,2008,3,2591.47
2024-01-18,10470,2008,3,2594.32
2024-01-18,10431,2006,2,2799.75
2024-01-18,10028,2001,4,17888.82
2024-01-18,10393,2006,1,1258.57
2024-01-18,10351,2008,3,2533.15
2024-01-18,10335,2009,3,8334.91
2024-01-18,10263,2001,3,12387.62
2024-01-18,10185,2008,4,3014.56
2024-01-18,10391,2001,3,13451.59
2024-01-18,10304,2004,4,9806.09
2024-01-18,10329,2008,2,1493.69
2024-01-18,10490,2001,3,11939.29
2024-01-18,10267,2008,2,1511.75
2024-01-18,10331,2004,2,4756.17
2024-01-18,10079,2003,4,1146.59
2024-01-18,10213,2001,2,9380.53
2024-01-18,10282,2009,3,7183.69
2024-01-18,10408,2001,4,18268.32
2024-01-18,10053,2006,1,1366.73
2024-01-18,10419,2005,4,2486.48
2024-01-18,10038,2005,1,573.57
2024-01-18,10131,2009,4,10081.25
2024-01-18,10167,2006,1,1386.81
2024-01-18,10414,2000,1,3493.66
2024-01-18,10302,2002,4,14797.82
2024-01-18,10012,2007,1,4486.07
2024-01-18,10250,2002,2,7109.42
2024-01-18,10448,2000,4,13865.04
2024-01-18,10077,2000,2,6884.46
2024-01-18,10104,2007,3,14006.42
2024-01-18,10210,2009,1,2442.74
2024-01-18,10460,2002,1,3595.45
2024-01-18,10297,2007,4,18134.4
2024-01-18,10003,2005,4,2603.98
2024-01-18,10166,2004,2,4464.58
2024-01-18,10250,2005,2,1218.1
2024-01-18,10061,2005,2,1185.23
2024-01-18,10329,2003,2,571.01
2024-01-18,10300,2003,1,311.62
2024-01-18,10358,2000,3,10065.11
2024-01-18,10269,2000,1,3636.94
2024-01-18,10218,2000,1,3395.29
2024-01-18,10210,2007,2,9842.07
2024-01-18,10132,2004,4,9675.81
2024-01-18,10094,2007,4,18047.16
2024-01-18,10411,2009,2,4956.53
2024-01-18,10391,2001,4,16208.49
2024-01-18,10159,2000,4,13023.83
2024-01-18,10064,2000,2,7617.98
2024-01-18,10339,2004,4,9503.44
2024-01-18,10222,2005,4,2411.53
2024-01-18,10172,2006,3,3553.97
2024-01-18,10355,2000,2,7557.66
2024-01-18,10044,2002,4,15414.31
2024-01-18,10428,2004,1,2284.91
2024-01-18,10265,2002,3,12914.42
2024-01-18,10172,2003,2,546.29
2024-01-18,10144,2008,1,723.42
2024-01-18,10104,2004,4,9947.51
2024-01-18,10225,2002,4,15484.47
2024-01-18,10015,2004,1,2263.88
2024-01-18,10053,2001,2,8001.47
2024-01-18,10229,2005,2,1226.23
2024-01-18,10365,2004,3,6882.0
2024-01-18,10395,2004,3,7097.69
2024-01-18,10120,2002,2,7190.31
2024-01-18,10295,2001,4,17388.77
2024-01-18,10219,2008,2,1665.63
2024-01-18,10385,2009,2,4850.22
2024-01-18,10404,2004,4,9906.03
2024-01-18,10379,2001,3,13202.53
2024-01-18,10213,2001,4,15550.55
2024-01-18,10015,2005,1,602.21
2024-01-18,10041,2004,4,9753.33
2024-01-18,10115,2005,2,1256.58
2024-01-18,10144,2005,1,659.63
2024-01-18,10176,2000,1,3523.28
2024-01-18,10382,2005,3,1739.6
2024-01-18,10084,2005,1,618.09
2024-01-18,10258,2008,3,2400.53
2024-01-18,10093,2009,2,4587.92
2024-01-18,10002,2000,3,11337.15
2024-01-18,10326,2002,4,14130.38
2024-01-18,10310,2003,3,922.16
2024-01-18,10100,2004,3,7323.18
2024-01-18,10302,2005,2,1198.83
2024-01-18,10224,2002,2,8114.89
2024-01-18,10374,2005,2,1206.78
2024-01-18,10408,2008,1,817.72
2024-01-18,10076,2005,3,1697.31
2024-01-18,10095,2009,4,10058.4
2024-01-18,10216,2002,2,8093.04
2024-01-18,10246,2005,3,1751.63
2024-01-18,10388,2007,2,10777.41
2024-01-18,10239,2006,4,5059.53
2024-01-18,10475,2000,2,6845.18
2024-01-18,10390,2001,2,8300.7
2024-01-18,10230,2001,3,13967.51
2024-01-18,10254,2003,2,616.06
2024-01-18,10358,2007,3,16053.99
2024-01-18,10186,2003,3,929.06
2024-01-18,10397,2009,2,4928.12
2024-01-18,10209,2000,4,14977.99
2024-01-18,10242,2004,1,2294.72
2024-01-18,10346,2009,2,4605.09
2024-01-18,10240,2000,4,12960.04
2024-01-18,10041,2001,1,4365.81
2024-01-18,10129,2002,2,7377.15
2024-01-18,10150,2005,3,1756.9
2024-01-18,10146,2001,4,18554.7
2024-01-18,10171,2004,3,7441.0
2024-01-18,10375,2005,1,648.36
2024-01-18,10297,2003,1,272.07
2024-01-18,10186,2004,1,2694.04
2024-01-18,10190,2004,1,2489.82
2024-01-18,10220,2005,1,627.97
2024-01-18,10379,2009,3,7779.18
2024-01-18,10183,2005,3,1778.83
2024-01-18,10154,2002,1,3916.38
2024-01-18,10186,2003,3,944.64
2024-01-18,10299,2007,3,13374.78
2024-01-18,10028,2004,3,7259.44
2024-01-18,10365,2009,3,7976.22
2024-01-18,10434,2003,2,556.49
2024-01-18,10291,2007,4,21023.25
2024-01-18,10444,2003,1,284.77
2024-01-18,10086,2008,4,3488.61
2024-01-18,10056,2000,3,9961.33
2024-01-18,10255,2003,4,1224.98
2024-01-18,10231,2003,1,287.1
2024-01-18,10492,2009,2,4742.05
2024-01-18,10150,2002,1,4240.91
2024-01-18,10156,2009,2,4693.78
2024-01-18,10298,2009,3,7848.75
2024-01-18,10471,2000,2,7661.74
2024-01-18,10417,2000,1,3781.71
2024-01-18,10057,2007,4,18175.34
2024-01-18,10063,2008,1,775.03
2024-01-18,10213,2001,1,4018.26
2024-01-18,10181,2001,1,4139.87
2024-01-18,10003,2002,1,3581.83
2024-01-18,10086,2009,4,10288.07
2024-01-18,10067,2003,3,901.55
2024-01-18,10142,2009,2,5416.14
2024-01-18,10266,2001,1,4735.51
2024-01-18,10313,2009,4,10256.98
2024-01-18,10276,2004,4,10507.98
2024-01-18,10185,2008,4,3053.82
2024-01-18,10470,2003,4,1191.54
2024-01-18,10072,2005,3,1993.4
2024-01-18,10203,2005,2,1322.6
2024-01-18,10051,2004,1,2362.31
2024-01-18,10263,2009,3,8142.56
2024-01-18,10041,2008,2,1734.37
2024-01-18,10232,2003,2,592.66
2024-01-18,10468,2000,4,13036.45
2024-01-18,10429,2006,2,2431.24
2024-01-18,10245,2003,1,275.1
2024-01-18,10295,2009,3,7222.9
2024-01-18,10493,2008,1,872.91
2024-01-18,10056,2005,4,2648.81
2024-01-18,10391,2009,3,7790.45
2024-01-18,10175,2003,2,644.8
2024-01-18,10342,2004,1,2512.14
2024-01-18,10368,2000,1,3517.36
2024-01-18,10341,2000,2,6511.35
2024-01-18,10210,2009,4,11069.97
2024-01-18,10091,2001,2,7832.09
2024-01-18,10496,2005,3,1962.85
2024-01-18,10200,2003,4,1084.47
2024-01-18,10409,2003,2,632.84
2024-01-18,10370,2009,2,5195.32
2024-01-18,10352,2004,1,2475.38
2024-01-18,10213,2005,4,2294.44
2024-01-18,10050,2009,4,9954.07
2024-01-18,10148,2009,1,2410.15
2024-01-18,10400,2003,2,531.12
2024-01-18,10356,2007,4,17844.68
2024-01-18,10210,2002,1,4025.83
2024-01-18,10159,2003,3,899.91
2024-01-18,10102,2009,2,4960.15
2024-01-18,10191,2004,3,7631.47
2024-01-18,10473,2009,2,4932.75
2024-01-18,10223,2008,3,2456.47
2024-01-18,10229,2005,2,1125.81
2024-01-18,10388,2007,2,10135.76
2024-01-18,10103,2002,1,4074.88
2024-01-18,10357,2001,4,17765.02
2024-01-18,10048,2009,2,5389.69
2024-01-18,10074,2008,2,1539.1
2024-01-18,10313,2004,4,10494.97
2024-01-18,10236,2000,4,13281.99
2024-01-18,10042,2008,2,1536.86
2024-01-18,10221,2001,1,4216.1
2024-01-18,10150,2008,4,3437.25
2024-01-18,10406,2005,2,1142.18
2024-01-18,10214,2009,1,2695.49
2024-01-18,10422,2002,1,3925.62
2024-01-18,10093,2004,4,9679.88
2024-01-18,10434,2008,2,1440.91
2024-01-18,10251,2003,2,636.58
2024-01-18,10099,2003,1,322.53
2024-01-18,10220,2006,2,2416.47
2024-01-18,10483,2004,2,4440.56
2024-01-18,10186,2008,2,1675.15
2024-01-18,10107,2004,1,2504.14
2024-01-18,10067,2001,4,18173.68
2024-01-18,10127,2007,4,17770.37
2024-01-18,10320,2007,4,19007.31
2024-01-18,10209,2000,3,10221.72
2024-01-18,10051,2003,1,265.51
2024-01-18,10064,2001,1,4535.08
2024-01-18,10412,2002,1,3869.49
2024-01-18,10349,2003,2,598.09
2024-01-18,10305,2005,2,1194.23
2024-01-18,10112,2000,3,11041.78
2024-01-18,10170,2001,1,4447.94
2024-01-18,10225,2005,3,1679.13
2024-01-18,10468,2003,4,1147.92
2024-01-18,10224,2009,1,2392.86
2024-01-18,10224,2004,1,2468.84
2024-01-18,10396,2001,2,8801.56
2024-01-18,10397,2004,3,7397.83
2024-01-18,10179,2001,4,15673.3
2024-01-18,10067,2008,2,1442.43
2024-01-18,10014,2009,3,8160.29
2024-01-18,10261,2000,1,3444.45
2024-01-18,10181,2007,4,18876.16
2024-01-18,10255,2003,3,961.98
2024-01-18,10085,2003,2,580.07
2024-01-18,10059,2007,3,15893.81
2024-01-18,10498,2007,1,4637.82
2024-01-18,10183,2000,2,6522.41
2024-01-18,10142,2009,2,5198.93
2024-01-18,10268,2000,2,6874.05
2024-01-18,10000,2006,3,4062.41
2024-01-18,10159,2008,3,2476.09
2024-01-18,10261,2008,1,783.94
2024-01-18,10149,2003,1,279.21
2024-01-18,10352,2000,4,13759.81
2024-01-18,10004,2001,1,4275.25
2024-01-18,10204,2007,1,5093.7
2024-01-18,10169,2005,3,1999.22
2024-01-18,10254,2004,4,8975.37
2024-01-18,10457,2009,2,5285.11
2024-01-18,10119,2005,4,2656.45
2024-01-18,10479,2005,1,572.16
2024-01-18,10270,2003,1,269.12
2024-01-18,10457,2000,2,7212.22
2024-01-18,10329,2003,2,608.72
2024-01-18,10059,2004,3,7493.2
2024-01-18,10027,2006,3,4147.23
2024-01-18,10199,2002,4,14861.82
2024-01-18,10027,2006,4,4714.79
2024-01-18,10081,2007,2,10492.29
2024-01-18,10067,2006,3,3918.44
2024-01-18,10434,2009,2,4959.25
2024-01-18,10306,2005,3,1769.14
2024-01-18,10275,2009,2,5239.31
2024-01-18,10369,2003,3,968.31
2024-01-18,10378,2006,1,1316.23
2024-01-18,10121,2008,4,3075.63
2024-01-18,10016,2009,1,2621.13
2024-01-18,10340,2008,4,3062.72
2024-01-18,10294,2001,3,13497.68
2024-01-18,10019,2004,2,4479.77
2024-01-18,10003,2003,3,898.64
2024-01-18,10113,2000,4,12814.76
2024-01-18,10299,2000,2,6927.13
2024-01-18,10273,2002,3,11874.24
2024-01-18,10430,2005,4,2329.36
2024-01-18,10192,2009,1,2380.53
2024-01-18,10084,2003,3,865.97
2024-01-18,10058,2005,4,2482.77
2024-01-18,10013,2002,4,17132.12
2024-01-18,10414,2003,1,302.03
2024-01-18,10290,2005,2,1206.05
2024-01-18,10489,2006,3,3836.61
2024-01-18,10334,2006,4,4656.71
2024-01-18,10166,2009,1,2456.68
2024-01-18,10379,2003,2,591.4
2024-01-18,10041,2008,3,2390.4
2024-01-18,10296,2006,1,1190.86
2024-01-18,10489,2004,3,8021.42
2024-01-18,10050,2009,4,9980.53
2024-01-18,10010,2005,2,1105.55
2024-01-18,10394,2009,3,7559.06
2024-01-18,10000,2001,4,18707.88
2024-01-18,10277,2002,2,7526.99
2024-01-18,10415,2005,1,662.79
2024-01-18,10133,2008,3,2229.37
2024-01-18,10138,2004,1,2290.0
2024-01-18,10429,2005,4,2477.74
2024-01-18,10137,2004,2,5012.28
2024-01-18,10225,2003,3,841.96
2024-01-18,10197,2000,1,3421.22
2024-01-18,10188,2003,1,303.15
2024-01-18,10283,2002,4,15316.3
2024-01-18,10236,2002,1,4032.14
2024-01-18,10121,2000,3,9558.67
2024-01-18,10325,2005,3,1811.17
2024-01-18,10489,2008,1,752.13
2024-01-18,10347,2009,3,8227.04
2024-01-18,10087,2000,1,3317.61
2024-01-18,10291,2002,2,7612.65
2024-01-18,10079,2008,4,2905.1
